name,date,water_depth,water_level
DK Upland Well 2,2022-04-02,-0.1799515365416671,0.720048463458333
DK Upland Well 2,2022-04-03,-0.18054849762500058,0.7194515023749994
DK Upland Well 2,2022-04-04,-0.18711931837500043,0.7128806816249996
DK Upland Well 2,2022-04-05,-0.18362465295833386,0.7163753470416662
DK Upland Well 2,2022-04-06,-0.10881544445833369,0.7911845555416663
DK Upland Well 2,2022-04-07,-0.12737727828571477,0.7726227217142853
DK Upland Well 2,2022-04-08,-0.12577678712500032,0.7742232128749997
DK Upland Well 2,2022-04-09,-0.14379184045833346,0.7562081595416665
DK Upland Well 2,2022-04-10,-0.1541239409166669,0.7458760590833331
DK Upland Well 2,2022-04-11,-0.16055489854945085,0.7394451014505492
DK Upland Well 2,2022-04-12,-0.1641966501000004,0.7358033498999996
DK Upland Well 2,2022-04-13,-0.16768409250000013,0.7323159074999999
DK Upland Well 2,2022-04-14,-0.17539041395833307,0.7246095860416669
DK Upland Well 2,2022-04-15,-0.17866307783333343,0.7213369221666666
DK Upland Well 2,2022-04-16,-0.18324756900000025,0.7167524309999997
DK Upland Well 2,2022-04-17,-0.18342283337500023,0.7165771666249998
DK Upland Well 2,2022-04-18,-0.17876717425000035,0.7212328257499997
DK Upland Well 2,2022-04-19,-0.1300001274583335,0.7699998725416666
DK Upland Well 2,2022-04-20,-0.15125704062500017,0.7487429593749999
DK Upland Well 2,2022-04-21,-0.15603166708333394,0.7439683329166661
DK Upland Well 2,2022-04-22,-0.1619131146250003,0.7380868853749998
DK Upland Well 2,2022-04-23,-0.16550444100000006,0.734495559
DK Upland Well 2,2022-04-24,-0.16940168337499995,0.7305983166250001
DK Upland Well 2,2022-04-25,-0.17482638133333364,0.7251736186666664
DK Upland Well 2,2022-04-26,-0.1776890327916669,0.7223109672083331
DK Upland Well 2,2022-04-27,-0.18282799670833333,0.7171720032916667
DK Upland Well 2,2022-04-28,-0.18722553920833337,0.7127744607916666
DK Upland Well 2,2022-04-29,-0.19037073808333374,0.7096292619166663
DK Upland Well 2,2022-04-30,-0.19287754975000035,0.7071224502499996
DK Upland Well 2,2022-05-01,-0.19307405829166727,0.7069259417083328
DK Upland Well 2,2022-05-02,-0.17251607820833378,0.7274839217916662
DK Upland Well 2,2022-05-03,-0.18119644470833363,0.7188035552916664
DK Upland Well 2,2022-05-04,-0.16939955895833314,0.7306004410416669
DK Upland Well 2,2022-05-05,-0.17688175445833307,0.7231182455416669
DK Upland Well 2,2022-05-06,-0.17604685870833348,0.7239531412916665
DK Upland Well 2,2022-05-07,-0.12947752095833343,0.7705224790416666
DK Upland Well 2,2022-05-08,-0.13910325287500006,0.760896747125
DK Upland Well 2,2022-05-09,-0.15616444312500005,0.7438355568749999
DK Upland Well 2,2022-05-10,-0.1656828920000004,0.7343171079999996
DK Upland Well 2,2022-05-11,-0.17452471416666673,0.7254752858333333
DK Upland Well 2,2022-05-12,-0.17703152583333312,0.7229684741666669
DK Upland Well 2,2022-05-13,-0.1701919663750001,0.7298080336249999
DK Upland Well 2,2022-05-14,-0.16738348754166688,0.7326165124583331
DK Upland Well 2,2022-05-15,-0.1631102234166666,0.7368897765833334
DK Upland Well 2,2022-05-16,-0.17433351666666674,0.7256664833333333
DK Upland Well 2,2022-05-17,-0.1868951924166666,0.7131048075833334
DK Upland Well 2,2022-05-18,-0.19982333004166702,0.700176669958333
DK Upland Well 2,2022-05-19,-0.20033425224999984,0.6996657477500002
DK Upland Well 2,2022-05-20,-0.21272916129166664,0.6872708387083334
DK Upland Well 2,2022-05-21,-0.23044360966666672,0.6695563903333334
DK Upland Well 2,2022-05-22,-0.24634380620833343,0.6536561937916666
DK Upland Well 2,2022-05-23,-0.2268968960416669,0.6731031039583331
DK Upland Well 2,2022-05-24,-0.2288141820833335,0.6711858179166665
DK Upland Well 2,2022-05-25,-0.2402839076666668,0.6597160923333332
DK Upland Well 2,2022-05-26,-0.25383475577011483,0.6461652442298852
DK Upland Well 2,2022-05-27,-0.2363802920416668,0.6636197079583332
DK Upland Well 2,2022-05-28,-0.1920779520000001,0.7079220479999999
DK Upland Well 2,2022-05-29,-0.22221574391666674,0.6777842560833333
DK Upland Well 2,2022-05-30,-0.24025522804166685,0.6597447719583331
DK Upland Well 2,2022-05-31,-0.2630257880833335,0.6369742119166665
DK Upland Well 2,2022-06-01,-0.28929951120833364,0.6107004887916664
DK Upland Well 2,2022-06-02,-0.3057297497083334,0.5942702502916666
DK Upland Well 2,2022-06-03,-0.324114451541667,0.575885548458333
DK Upland Well 2,2022-06-04,-0.353577986291667,0.5464220137083331
DK Upland Well 2,2022-06-05,-0.3844648802083331,0.515535119791667
DK Upland Well 2,2022-06-06,-0.4129458722500002,0.48705412774999984
DK Upland Well 2,2022-06-07,-0.4394054818333336,0.4605945181666664
DK Upland Well 2,2022-06-08,-0.46663625466666697,0.43336374533333305
DK Upland Well 2,2022-06-09,-0.47349705829166683,0.4265029417083332
DK Upland Well 2,2022-06-10,-0.521514186,0.37848581400000003
DK Upland Well 2,2022-06-11,-0.5479695467500002,0.3520304532499999
DK Upland Well 2,2022-06-12,-0.544418584291667,0.355581415708333
DK Upland Well 2,2022-06-13,-0.5709174955833335,0.32908250441666653
DK Upland Well 2,2022-06-14,-0.5943062608749999,0.3056937391250001
DK Upland Well 2,2022-06-15,-0.6148706142083334,0.2851293857916666
DK Upland Well 2,2022-06-16,-0.6314846147500002,0.2685153852499998
DK Upland Well 2,2022-06-17,-0.647408179875,0.2525918201250001
DK Upland Well 2,2022-06-18,-0.704122669416667,0.19587733058333295
DK Upland Well 2,2022-06-19,-0.7431970651666665,0.15680293483333355
DK Upland Well 2,2022-06-20,-0.7825306397500003,0.11746936024999981
DK Upland Well 2,2022-06-21,-0.8142747357916668,0.08572526420833325
DK Upland Well 2,2022-06-22,-0.8396710748333335,0.06032892516666656
DK Upland Well 2,2022-06-23,-0.8268597801249999,0.0731402198750001
DK Upland Well 2,2022-06-24,-0.7868984404166667,0.11310155958333333
DK Upland Well 2,2022-06-25,-0.847177182372093,0.05282281762790701
DK Upland Well 2,2022-06-26,-0.8873472336666666,0.012652766333333471
DK Upland Well 2,2022-06-27,-0.9077543801666667,-0.007754380166666643
DK Upland Well 2,2022-06-28,-0.8697071398750001,0.030292860124999876
DK Upland Well 2,2022-06-29,-0.9345018482083335,-0.03450184820833346
DK Upland Well 2,2022-06-30,-0.9667218135833334,-0.06672181358333337
DK Upland Well 2,2022-07-01,-0.9986613559583336,-0.09866135595833354
DK Upland Well 2,2022-07-02,-1.0293326215833332,-0.12933262158333325
DK Upland Well 2,2022-07-03,-0.9908424404166666,-0.09084244041666655
DK Upland Well 2,2022-07-04,-1.0045459901250002,-0.10454599012500021
DK Upland Well 2,2022-07-05,-1.0495846856666669,-0.14958468566666683
DK Upland Well 2,2022-07-06,-0.849981931125,0.05001806887500008
DK Upland Well 2,2022-07-07,-0.8089063348750001,0.09109366512499995
DK Upland Well 2,2022-07-08,-0.7725904941666665,0.1274095058333335
DK Upland Well 2,2022-07-09,-0.7555388637916667,0.14446113620833334
DK Upland Well 2,2022-07-10,-0.6569999211250002,0.24300007887499986
DK Upland Well 2,2022-07-11,-0.7088155058333335,0.19118449416666647
DK Upland Well 2,2022-07-12,-0.7618823719583334,0.13811762804166666
DK Upland Well 2,2022-07-13,-0.7866297017083336,0.11337029829166645
DK Upland Well 2,2022-07-14,-0.8349421233333332,0.0650578766666668
DK Upland Well 2,2022-07-15,-0.88343193375,0.016568066250000024
DK Upland Well 2,2022-07-16,-0.9187524852499998,-0.01875248524999973
DK Upland Well 2,2022-07-17,-0.8634942833333333,0.03650571666666665
DK Upland Well 2,2022-07-18,-0.8954699407916665,0.00453005920833347
DK Upland Well 2,2022-07-19,-0.7618855585833334,0.13811444141666665
DK Upland Well 2,2022-07-20,-0.7922530326249998,0.10774696737500024
DK Upland Well 2,2022-07-21,-0.8551867519583329,0.04481324804166709
DK Upland Well 2,2022-07-22,-0.9055917240000001,-0.0055917240000000765
DK Upland Well 2,2022-07-23,-0.9604983349583334,-0.06049833495833339
DK Upland Well 2,2022-07-24,-1.005102587291667,-0.10510258729166694
DK Upland Well 2,2022-07-25,-1.0455472317916665,-0.14554723179166645
DK Upland Well 2,2022-07-26,-1.0738657059583336,-0.17386570595833356
DK Upland Well 2,2022-07-27,-1.090649659833333,-0.1906496598333331
DK Upland Well 2,2022-07-28,-1.1113127866067414,-0.21131278660674135
DK Upland Well 2,2022-07-29,-1.13759714375,-0.23759714375000007
DK Upland Well 2,2022-07-30,-1.1628893863750003,-0.26288938637500026
DK Upland Well 2,2022-07-31,-1.1874529540833334,-0.28745295408333343
DK Upland Well 2,2022-08-01,-1.2033234087916667,-0.3033234087916666
DK Upland Well 2,2022-08-02,-1.2207946114583337,-0.32079461145833366
DK Upland Well 2,2022-08-03,-1.2417583551249998,-0.34175835512499975
DK Upland Well 2,2022-08-04,-1.2636217892499997,-0.3636217892499996
DK Upland Well 2,2022-08-05,-1.0617947704583335,-0.16179477045833338
DK Upland Well 2,2022-08-06,-1.0196410327499996,-0.11964103274999971
DK Upland Well 2,2022-08-07,-1.0442269068333332,-0.14422690683333325
DK Upland Well 2,2022-08-08,-1.0840076711249997,-0.1840076711249996
DK Upland Well 2,2022-08-09,-1.125645175583333,-0.22564517558333297
DK Upland Well 2,2022-08-10,-1.1658646319166666,-0.26586463191666665
DK Upland Well 2,2022-08-11,-1.1705500328749998,-0.2705500328749998
DK Upland Well 2,2022-08-12,-1.196062152625,-0.296062152625
DK Upland Well 2,2022-08-13,-1.2251252348333332,-0.32512523483333317
DK Upland Well 2,2022-08-14,-1.2504631524166667,-0.3504631524166667
DK Upland Well 2,2022-08-15,-1.2764723856666664,-0.3764723856666664
DK Upland Well 2,2022-08-16,-1.2959479754583336,-0.3959479754583337
DK Upland Well 2,2022-08-17,-1.3144080940833334,-0.41440809408333346
DK Upland Well 2,2022-08-18,-1.3215663160416662,-0.4215663160416663
DK Upland Well 2,2022-08-19,-1.3349023416666665,-0.43490234166666647
DK Upland Well 2,2022-08-20,-1.3495799364166667,-0.4495799364166667
DK Upland Well 2,2022-08-21,-1.3649734595833338,-0.4649734595833337
DK Upland Well 2,2022-08-22,-1.3728869116666664,-0.4728869116666663
DK Upland Well 2,2022-08-23,-1.3777624479166668,-0.4777624479166668
DK Upland Well 2,2022-08-24,-1.3899342932083332,-0.4899342932083332
DK Upland Well 2,2022-08-25,-1.403651651625,-0.5036516516249998
DK Upland Well 2,2022-08-26,-1.4164693195833333,-0.5164693195833333
DK Upland Well 2,2022-08-27,-1.42802614625,-0.5280261462499999
DK Upland Well 2,2022-08-28,-1.440546395875,-0.540546395875
DK Upland Well 2,2022-08-29,-1.447793843333333,-0.5477938433333331
DK Upland Well 2,2022-08-30,-1.4529455537499998,-0.5529455537499999
DK Upland Well 2,2022-08-31,-1.463683417791667,-0.5636834177916671
DK Upland Well 2,2022-09-01,-1.4650908438333332,-0.5650908438333332
DK Upland Well 2,2022-09-02,-1.4639691518333333,-0.5639691518333333
DK Upland Well 2,2022-09-03,-1.4602365517499998,-0.5602365517499998
DK Upland Well 2,2022-09-04,-1.4585147120416664,-0.5585147120416664
DK Upland Well 2,2022-09-05,-1.45861774625,-0.5586177462500002
DK Upland Well 2,2022-09-06,-1.4587579577499998,-0.5587579577499998
DK Upland Well 2,2022-09-07,-1.4584605394166665,-0.5584605394166666
DK Upland Well 2,2022-09-08,-1.4566059236666666,-0.5566059236666666
DK Upland Well 2,2022-09-09,-1.45562231875,-0.5556223187499999
DK Upland Well 2,2022-09-10,-1.4559197370833334,-0.5559197370833334
DK Upland Well 2,2022-09-11,-1.4558825597916665,-0.5558825597916666
DK Upland Well 2,2022-09-12,-1.4573122922083332,-0.5573122922083332
DK Upland Well 2,2022-09-13,-1.4583606918333332,-0.5583606918333333
DK Upland Well 2,2022-09-14,-1.4584222999166665,-0.5584222999166666
DK Upland Well 2,2022-09-15,-1.4574949920416669,-0.557494992041667
DK Upland Well 2,2022-09-16,-1.4560015271249998,-0.5560015271249998
DK Upland Well 2,2022-09-17,-1.4558496313333333,-0.5558496313333334
DK Upland Well 2,2022-09-18,-1.4557901476666666,-0.5557901476666666
DK Upland Well 2,2022-09-19,-1.4562097199583333,-0.5562097199583332
DK Upland Well 2,2022-09-20,-1.4564179127916665,-0.5564179127916664
DK Upland Well 2,2022-09-21,-1.4553015318333338,-0.5553015318333336
DK Upland Well 2,2022-09-22,-1.4557933342916665,-0.5557933342916666
DK Upland Well 2,2022-09-23,-1.456466774375,-0.556466774375
DK Upland Well 2,2022-09-24,-1.4551018366666668,-0.5551018366666667
DK Upland Well 2,2022-09-25,-1.4536699798333332,-0.5536699798333332
DK Upland Well 2,2022-09-26,-1.4532281011666663,-0.5532281011666664
DK Upland Well 2,2022-09-27,-1.453767703,-0.553767703
DK Upland Well 2,2022-09-28,-1.4543593530416667,-0.5543593530416666
DK Upland Well 2,2022-09-29,-1.4528828834583334,-0.5528828834583334
DK Upland Well 2,2022-09-30,-1.4524431292083335,-0.5524431292083335
DK Upland Well 2,2022-10-01,-1.4518227995416664,-0.5518227995416665
DK Upland Well 2,2022-10-02,-1.4513628633333338,-0.5513628633333336
DK Upland Well 2,2022-10-03,-1.4520267435416665,-0.5520267435416665
DK Upland Well 2,2022-10-04,-1.348586771625,-0.44858677162499994
DK Upland Well 2,2022-10-05,-0.8931150249166667,0.006884975083333286
DK Upland Well 2,2022-10-06,-0.7507185623749999,0.14928143762500012
DK Upland Well 2,2022-10-07,-0.7319057545762712,0.16809424542372892
DK Wetland Well Shallow,2017-09-20,0.09419809058158797,0.09419809058158797
DK Wetland Well Shallow,2017-09-21,0.0721588015135825,0.0721588015135825
DK Wetland Well Shallow,2017-09-22,0.04868098266724401,0.04868098266724401
DK Wetland Well Shallow,2017-09-23,0.024086019449902102,0.024086019449902102
DK Wetland Well Shallow,2017-09-24,-0.0021494513308748142,-0.0021494513308748142
DK Wetland Well Shallow,2017-09-25,-0.02671872542915146,-0.02671872542915146
DK Wetland Well Shallow,2017-09-26,-0.04631544702527792,-0.04631544702527792
DK Wetland Well Shallow,2017-09-27,-0.06122919089168861,-0.06122919089168861
DK Wetland Well Shallow,2017-09-28,-0.08064064057436186,-0.08064064057436186
DK Wetland Well Shallow,2017-09-29,-0.10809194902609112,-0.10809194902609112
DK Wetland Well Shallow,2017-09-30,-0.13141591017913895,-0.13141591017913895
DK Wetland Well Shallow,2017-10-01,-0.15192534694437293,-0.15192534694437293
DK Wetland Well Shallow,2017-10-02,-0.16872451734180816,-0.16872451734180816
DK Wetland Well Shallow,2017-10-03,-0.18566649455552453,-0.18566649455552453
DK Wetland Well Shallow,2017-10-04,-0.20023993456795516,-0.20023993456795516
DK Wetland Well Shallow,2017-10-05,-0.21183042676923153,-0.21183042676923153
DK Wetland Well Shallow,2017-10-06,-0.20646028450150575,-0.20646028450150575
DK Wetland Well Shallow,2017-10-07,-0.07504804303843103,-0.07504804303843103
DK Wetland Well Shallow,2017-10-08,-0.09080123210942068,-0.09080123210942068
DK Wetland Well Shallow,2017-10-09,-0.06416370128266566,-0.06416370128266566
DK Wetland Well Shallow,2017-10-10,-0.03964049718154233,-0.03964049718154233
DK Wetland Well Shallow,2017-10-11,-0.05336488040821683,-0.05336488040821683
DK Wetland Well Shallow,2017-10-12,-0.02773020492170591,-0.02773020492170591
DK Wetland Well Shallow,2017-10-13,-0.02526595553011116,-0.02526595553011116
DK Wetland Well Shallow,2017-10-14,-0.03650040459905488,-0.03650040459905488
DK Wetland Well Shallow,2017-10-15,-0.04514275405663824,-0.04514275405663824
DK Wetland Well Shallow,2017-10-16,-0.0399040735290501,-0.0399040735290501
DK Wetland Well Shallow,2017-10-17,-0.053803470448849894,-0.053803470448849894
DK Wetland Well Shallow,2017-10-18,-0.0824692714893293,-0.0824692714893293
DK Wetland Well Shallow,2017-10-19,-0.0942459865588158,-0.0942459865588158
DK Wetland Well Shallow,2017-10-20,-0.10541752568348176,-0.10541752568348176
DK Wetland Well Shallow,2017-10-21,-0.09862513650230609,-0.09862513650230609
DK Wetland Well Shallow,2017-10-22,-0.11911815893879645,-0.11911815893879645
DK Wetland Well Shallow,2017-10-23,-0.13093292744408186,-0.13093292744408186
DK Wetland Well Shallow,2017-10-24,-0.0822915006793927,-0.0822915006793927
DK Wetland Well Shallow,2017-10-25,-0.07928074001090339,-0.07928074001090339
DK Wetland Well Shallow,2017-10-26,-0.12496753598833664,-0.12496753598833664
DK Wetland Well Shallow,2017-10-27,-0.1643788198291512,-0.1643788198291512
DK Wetland Well Shallow,2017-10-28,-0.17735885495424172,-0.17735885495424172
DK Wetland Well Shallow,2017-10-29,-0.08999264985233373,-0.08999264985233373
DK Wetland Well Shallow,2017-10-30,0.15692720732805096,0.15692720732805096
DK Wetland Well Shallow,2017-10-31,0.1564845204971694,0.1564845204971694
DK Wetland Well Shallow,2017-11-01,0.13784810273629938,0.13784810273629938
DK Wetland Well Shallow,2017-11-02,0.12270907083510278,0.12270907083510278
DK Wetland Well Shallow,2017-11-03,0.10911374954447474,0.10911374954447474
DK Wetland Well Shallow,2017-11-04,0.09591265551679953,0.09591265551679953
DK Wetland Well Shallow,2017-11-05,0.13596100886606,0.13596100886606
DK Wetland Well Shallow,2017-11-06,0.140490783307087,0.140490783307087
DK Wetland Well Shallow,2017-11-07,0.1378174163554499,0.1378174163554499
DK Wetland Well Shallow,2017-11-08,0.2415410496981844,0.2415410496981844
DK Wetland Well Shallow,2017-11-09,0.24311833925638832,0.24311833925638832
DK Wetland Well Shallow,2017-11-10,0.23779515984131752,0.23779515984131752
DK Wetland Well Shallow,2017-11-11,0.22648322966449583,0.22648322966449583
DK Wetland Well Shallow,2017-11-12,0.21777472165211303,0.21777472165211303
DK Wetland Well Shallow,2017-11-13,0.22631995340390385,0.22631995340390385
DK Wetland Well Shallow,2017-11-14,0.23670312830382764,0.23670312830382764
DK Wetland Well Shallow,2017-11-15,0.2312156599378596,0.2312156599378596
DK Wetland Well Shallow,2017-11-16,0.22664736635066085,0.22664736635066085
DK Wetland Well Shallow,2017-11-17,0.21690926391931392,0.21690926391931392
DK Wetland Well Shallow,2017-11-18,0.20062050780555554,0.20062050780555554
DK Wetland Well Shallow,2017-11-19,0.20680220623611115,0.20680220623611115
DK Wetland Well Shallow,2017-11-20,0.21648671368055555,0.21648671368055555
DK Wetland Well Shallow,2017-11-21,0.21057871093055539,0.21057871093055539
DK Wetland Well Shallow,2017-11-22,0.20792177381944416,0.20792177381944416
DK Wetland Well Shallow,2017-11-23,0.20658409945833314,0.20658409945833314
DK Wetland Well Shallow,2017-11-24,0.20243723812500009,0.20243723812500009
DK Wetland Well Shallow,2017-11-25,0.19701537272222253,0.19701537272222253
DK Wetland Well Shallow,2017-11-26,0.1903949822499997,0.1903949822499997
DK Wetland Well Shallow,2017-11-27,0.18300484480555573,0.18300484480555573
DK Wetland Well Shallow,2017-11-28,0.17478335230555533,0.17478335230555533
DK Wetland Well Shallow,2017-11-29,0.16438964376388887,0.16438964376388887
DK Wetland Well Shallow,2017-11-30,0.1589691946388889,0.1589691946388889
DK Wetland Well Shallow,2017-12-01,0.15240297679166676,0.15240297679166676
DK Wetland Well Shallow,2017-12-02,0.14930274473611105,0.14930274473611105
DK Wetland Well Shallow,2017-12-03,0.14410535936111094,0.14410535936111094
DK Wetland Well Shallow,2017-12-04,0.13949926995833342,0.13949926995833342
DK Wetland Well Shallow,2017-12-05,0.1351438617222222,0.1351438617222222
DK Wetland Well Shallow,2017-12-06,0.1480822673611109,0.1480822673611109
DK Wetland Well Shallow,2017-12-07,0.146501701361111,0.146501701361111
DK Wetland Well Shallow,2017-12-08,0.14153339891666636,0.14153339891666636
DK Wetland Well Shallow,2017-12-09,0.13780327731944422,0.13780327731944422
DK Wetland Well Shallow,2017-12-10,0.14599786054166683,0.14599786054166683
DK Wetland Well Shallow,2017-12-11,0.15884810288888856,0.15884810288888856
DK Wetland Well Shallow,2017-12-12,0.16742578924999957,0.16742578924999957
DK Wetland Well Shallow,2017-12-13,0.15976089391666673,0.15976089391666673
DK Wetland Well Shallow,2017-12-14,0.15598651363888902,0.15598651363888902
DK Wetland Well Shallow,2017-12-15,0.15024527759722178,0.15024527759722178
DK Wetland Well Shallow,2017-12-16,0.1463260829166668,0.1463260829166668
DK Wetland Well Shallow,2017-12-17,0.14850998324999995,0.14850998324999995
DK Wetland Well Shallow,2017-12-18,0.14813714812500015,0.14813714812500015
DK Wetland Well Shallow,2017-12-19,0.14319150612500034,0.14319150612500034
DK Wetland Well Shallow,2017-12-20,0.1366591609212964,0.1366591609212964
DK Wetland Well Shallow,2017-12-21,0.13301307180555572,0.13301307180555572
DK Wetland Well Shallow,2017-12-22,0.1294943296666669,0.1294943296666669
DK Wetland Well Shallow,2017-12-23,0.12781745677777814,0.12781745677777814
DK Wetland Well Shallow,2017-12-24,0.13738689165277804,0.13738689165277804
DK Wetland Well Shallow,2017-12-25,0.1407763984444445,0.1407763984444445
DK Wetland Well Shallow,2017-12-26,0.1336040137083331,0.1336040137083331
DK Wetland Well Shallow,2017-12-27,0.12596744393055528,0.12596744393055528
DK Wetland Well Shallow,2017-12-28,0.11342488793055581,0.11342488793055581
DK Wetland Well Shallow,2017-12-29,0.09695570179166682,0.09695570179166682
DK Wetland Well Shallow,2017-12-30,0.08517758172222185,0.08517758172222185
DK Wetland Well Shallow,2017-12-31,0.07953442291666665,0.07953442291666665
DK Wetland Well Shallow,2018-01-01,0.05668242690277797,0.05668242690277797
DK Wetland Well Shallow,2018-01-02,0.024683754930555718,0.024683754930555718
DK Wetland Well Shallow,2018-01-03,-0.013445865518518877,-0.013445865518518877
DK Wetland Well Shallow,2018-01-04,-0.014907936277777846,-0.014907936277777846
DK Wetland Well Shallow,2018-01-05,0.007397966629629409,0.007397966629629409
DK Wetland Well Shallow,2018-01-06,0.01592089024999981,0.01592089024999981
DK Wetland Well Shallow,2018-01-07,0.00986948937499979,0.00986948937499979
DK Wetland Well Shallow,2018-01-08,0.004035369115740813,0.004035369115740813
DK Wetland Well Shallow,2018-01-09,0.02460279105092613,0.02460279105092613
DK Wetland Well Shallow,2018-01-10,0.0561739831805558,0.0561739831805558
DK Wetland Well Shallow,2018-01-11,0.10004531176388921,0.10004531176388921
DK Wetland Well Shallow,2018-01-12,0.22233346241666682,0.22233346241666682
DK Wetland Well Shallow,2018-01-13,0.31429999102083306,0.31429999102083306
DK Wetland Well Shallow,2018-01-14,0.32238498975000013,0.32238498975000013
DK Wetland Well Shallow,2018-01-15,0.32028004690277806,0.32028004690277806
DK Wetland Well Shallow,2018-01-16,0.3227641981249999,0.3227641981249999
DK Wetland Well Shallow,2018-01-17,0.33162938887499965,0.33162938887499965
DK Wetland Well Shallow,2018-01-18,0.3323913463194443,0.3323913463194443
DK Wetland Well Shallow,2018-01-19,0.3337477863611112,0.3337477863611112
DK Wetland Well Shallow,2018-01-20,0.33964516702777786,0.33964516702777786
DK Wetland Well Shallow,2018-01-21,0.34178126798611125,0.34178126798611125
DK Wetland Well Shallow,2018-01-22,0.34053140284722216,0.34053140284722216
DK Wetland Well Shallow,2018-01-23,0.3518949075972221,0.3518949075972221
DK Wetland Well Shallow,2018-01-24,0.39521400587037,0.39521400587037
DK Wetland Well Shallow,2018-01-25,0.40360450751851823,0.40360450751851823
DK Wetland Well Shallow,2018-01-26,0.4100132824861113,0.4100132824861113
DK Wetland Well Shallow,2018-01-27,0.4145807783194443,0.4145807783194443
DK Wetland Well Shallow,2018-01-28,0.4385293274027774,0.4385293274027774
DK Wetland Well Shallow,2018-01-29,0.4963978472870365,0.4963978472870365
DK Wetland Well Shallow,2018-01-30,0.5181417239629625,0.5181417239629625
DK Wetland Well Shallow,2018-01-31,0.5313468619166662,0.5313468619166662
DK Wetland Well Shallow,2018-02-01,0.5419753184999995,0.5419753184999995
DK Wetland Well Shallow,2018-02-02,0.5564114378888886,0.5564114378888886
DK Wetland Well Shallow,2018-02-03,0.5687618522037036,0.5687618522037036
DK Wetland Well Shallow,2018-02-04,0.5792168147592592,0.5792168147592592
DK Wetland Well Shallow,2018-02-05,0.6326749276203705,0.6326749276203705
DK Wetland Well Shallow,2018-02-06,0.6513931628703704,0.6513931628703704
DK Wetland Well Shallow,2018-02-07,0.6624247865277777,0.6624247865277777
DK Wetland Well Shallow,2018-02-08,0.6920213333657402,0.6920213333657402
DK Wetland Well Shallow,2018-02-09,0.6897773592499995,0.6897773592499995
DK Wetland Well Shallow,2018-02-10,0.6874866479675922,0.6874866479675922
DK Wetland Well Shallow,2018-02-11,0.7481792257407406,0.7481792257407406
DK Wetland Well Shallow,2018-02-12,0.720295666875,0.720295666875
DK Wetland Well Shallow,2018-02-13,0.7070435557083334,0.7070435557083334
DK Wetland Well Shallow,2018-02-14,0.6995103742083328,0.6995103742083328
DK Wetland Well Shallow,2018-02-15,0.6941402029444441,0.6941402029444441
DK Wetland Well Shallow,2018-02-16,0.6915191448703698,0.6915191448703698
DK Wetland Well Shallow,2018-02-17,0.6893930758796291,0.6893930758796291
DK Wetland Well Shallow,2018-02-18,0.7060103810694439,0.7060103810694439
DK Wetland Well Shallow,2018-02-19,0.704420963333333,0.704420963333333
DK Wetland Well Shallow,2018-02-20,0.6972514111527777,0.6972514111527777
DK Wetland Well Shallow,2018-02-21,0.6896743250416663,0.6896743250416663
DK Wetland Well Shallow,2018-02-22,0.6835439666805555,0.6835439666805555
DK Wetland Well Shallow,2018-02-23,0.6833322331527779,0.6833322331527779
DK Wetland Well Shallow,2018-02-24,0.6839182180833331,0.6839182180833331
DK Wetland Well Shallow,2018-02-25,0.6907641507916663,0.6907641507916663
DK Wetland Well Shallow,2018-02-26,0.6881696479259256,0.6881696479259256
DK Wetland Well Shallow,2018-02-27,0.682498281587963,0.682498281587963
DK Wetland Well Shallow,2018-02-28,0.6802714208287035,0.6802714208287035
DK Wetland Well Shallow,2018-03-01,0.677430131560185,0.677430131560185
DK Wetland Well Shallow,2018-03-02,0.6872469429537038,0.6872469429537038
DK Wetland Well Shallow,2018-03-03,0.6841320760277775,0.6841320760277775
DK Wetland Well Shallow,2018-03-04,0.6798278898379625,0.6798278898379625
DK Wetland Well Shallow,2018-03-05,0.6762411073541662,0.6762411073541662
DK Wetland Well Shallow,2018-03-06,0.6761002467268513,0.6761002467268513
DK Wetland Well Shallow,2018-03-07,0.7038439481620368,0.7038439481620368
DK Wetland Well Shallow,2018-03-08,0.7156827321296291,0.7156827321296291
DK Wetland Well Shallow,2018-03-09,0.7020318207453701,0.7020318207453701
DK Wetland Well Shallow,2018-03-10,0.6943083859305555,0.6943083859305555
DK Wetland Well Shallow,2018-03-11,0.6901785199305557,0.6901785199305557
DK Wetland Well Shallow,2018-03-12,0.6863747518888889,0.6863747518888889
DK Wetland Well Shallow,2018-03-13,0.6888663385694441,0.6888663385694441
DK Wetland Well Shallow,2018-03-14,0.6859905865416664,0.6859905865416664
DK Wetland Well Shallow,2018-03-15,0.683083322333333,0.683083322333333
DK Wetland Well Shallow,2018-03-16,0.6791188067638888,0.6791188067638888
DK Wetland Well Shallow,2018-03-17,0.6764367307222224,0.6764367307222224
DK Wetland Well Shallow,2018-03-18,0.6739678044861112,0.6739678044861112
DK Wetland Well Shallow,2018-03-19,0.6726234028055557,0.6726234028055557
DK Wetland Well Shallow,2018-03-20,0.6791970561111111,0.6791970561111111
DK Wetland Well Shallow,2018-03-21,0.7061466978055552,0.7061466978055552
DK Wetland Well Shallow,2018-03-22,0.7052027486666668,0.7052027486666668
DK Wetland Well Shallow,2018-03-23,0.7135446247777774,0.7135446247777774
DK Wetland Well Shallow,2018-03-24,0.7095089412499997,0.7095089412499997
