date,water_depth,water_level,water_level_gf,wetland,year,wateryear,inund,inund_gf,delta_1d,dir_1d,well_dry
2020-07-03,0.12853243974999964,0.12853243974999964,0.12853243974999964,JB,2020,2020,1,1,-0.021842189958333563,-1,0
2020-07-04,0.1067412357916665,0.1067412357916665,0.1067412357916665,JB,2020,2020,1,1,-0.021791203958333144,-1,0
2020-07-05,0.08445716716666685,0.08445716716666685,0.08445716716666685,JB,2020,2020,1,1,-0.022284068624999653,-1,0
2020-07-06,0.0642560890833336,0.0642560890833336,0.0642560890833336,JB,2020,2020,1,1,-0.02020107808333324,-1,0
2020-07-07,0.17201075125000026,0.17201075125000026,0.17201075125000026,JB,2020,2020,1,1,0.10775466216666665,1,0
2020-07-08,0.18912930075000023,0.18912930075000023,0.18912930075000028,JB,2020,2020,1,1,0.017118549500000024,1,0
2020-07-09,0.17834045070833335,0.17834045070833335,0.17834045070833335,JB,2020,2020,1,1,-0.010788850041666936,-1,0
2020-07-10,0.1957319877500001,0.1957319877500001,0.19573198775000017,JB,2020,2020,1,1,0.01739153704166682,1,0
2020-07-11,0.2385825341250001,0.2385825341250001,0.2385825341250001,JB,2020,2020,1,1,0.04285054637499994,1,0
2020-07-12,0.23273932608333336,0.23273932608333336,0.23273932608333336,JB,2020,2020,1,1,-0.005843208041666742,-1,0
2020-07-13,0.24251589158333353,0.24251589158333353,0.24251589158333356,JB,2020,2020,1,1,0.009776565500000195,1,0
2020-07-14,0.23931758229166644,0.23931758229166644,0.23931758229166644,JB,2020,2020,1,1,-0.0031983092916671174,-1,0
2020-07-15,0.22661994387500004,0.22661994387500004,0.22661994387500004,JB,2020,2020,1,1,-0.012697638416666407,-1,0
2020-07-16,0.2126519042916665,0.2126519042916665,0.2126519042916665,JB,2020,2020,1,1,-0.013968039583333536,-1,0
2020-07-17,0.1992383374583334,0.1992383374583334,0.1992383374583334,JB,2020,2020,1,1,-0.013413566833333113,-1,0
2020-07-18,0.1833009636250001,0.1833009636250001,0.1833009636250001,JB,2020,2020,1,1,-0.015937373833333296,-1,0
2020-07-19,0.16609212641666682,0.16609212641666682,0.16609212641666682,JB,2020,2020,1,1,-0.017208837208333272,-1,0
2020-07-20,0.14905536695833332,0.14905536695833332,0.14905536695833332,JB,2020,2020,1,1,-0.017036759458333495,-1,0
2020-07-21,0.13032438520833312,0.13032438520833312,0.13032438520833312,JB,2020,2020,1,1,-0.01873098175000021,-1,0
2020-07-22,0.146654776125,0.146654776125,0.146654776125,JB,2020,2020,1,1,0.01633039091666688,1,0
2020-07-23,0.1509800884583334,0.1509800884583334,0.1509800884583334,JB,2020,2020,1,1,0.004325312333333414,1,0
2020-07-24,0.14218712787500004,0.14218712787500004,0.14218712787500004,JB,2020,2020,1,1,-0.00879296058333337,-1,0
2020-07-25,0.1339273958749997,0.1339273958749997,0.1339273958749997,JB,2020,2020,1,1,-0.008259732000000353,-1,0
2020-07-26,0.11702872349999964,0.11702872349999964,0.11702872349999964,JB,2020,2020,1,1,-0.01689867237500005,-1,0
2020-07-27,0.09717817416666664,0.09717817416666664,0.09717817416666664,JB,2020,2020,1,1,-0.019850549333332995,-1,0
2020-07-28,0.0771566092916667,0.0771566092916667,0.0771566092916667,JB,2020,2020,1,1,-0.02002156487499994,-1,0
2020-07-29,0.05464204145833333,0.05464204145833333,0.05464204145833334,JB,2020,2020,1,1,-0.022514567833333367,-1,0
2020-07-30,0.02932961687500003,0.02932961687500003,0.02932961687500003,JB,2020,2020,1,1,-0.02531242458333331,-1,0
2020-07-31,0.03228999150000002,0.03228999150000002,0.03228999150000003,JB,2020,2020,1,1,0.0029603746250000014,1,0
2020-08-01,0.0283693805416667,0.0283693805416667,0.0283693805416667,JB,2020,2020,1,1,-0.003920610958333331,-1,0
2020-08-02,0.00422007408333322,0.00422007408333322,0.00422007408333322,JB,2020,2020,1,1,-0.02414930645833348,-1,0
2020-08-03,-0.00853386137500001,-0.00853386137500001,-0.00853386137500002,JB,2020,2020,0,0,-0.01275393545833324,-1,0
2020-08-04,0.1246957432500001,0.1246957432500001,0.1246957432500001,JB,2020,2020,1,1,0.1332296046250001,1,0
2020-08-05,0.28268648633333315,0.28268648633333315,0.28268648633333315,JB,2020,2020,1,1,0.15799074308333305,1,0
2020-08-06,0.33561951420833325,0.33561951420833325,0.33561951420833325,JB,2020,2020,1,1,0.052933027875000094,1,0
2020-08-07,0.3974538479166665,0.3974538479166665,0.3974538479166665,JB,2020,2020,1,1,0.061834333708333244,1,0
2020-08-08,0.4335285673333327,0.4335285673333327,0.4335285673333327,JB,2020,2020,1,1,0.036074719416666234,1,0
2020-08-09,0.44104475349999966,0.44104475349999966,0.44104475349999966,JB,2020,2020,1,1,0.007516186166666938,1,0
2020-08-10,0.43811305850000015,0.43811305850000015,0.43811305850000015,JB,2020,2020,1,1,-0.0029316949999995123,-1,0
2020-08-11,0.4312352595416665,0.4312352595416665,0.4312352595416665,JB,2020,2020,1,1,-0.006877798958333625,-1,0
2020-08-12,0.42355018224999985,0.42355018224999985,0.42355018224999985,JB,2020,2020,1,1,-0.007685077291666675,-1,0
2020-08-13,0.4236415321666666,0.4236415321666666,0.4236415321666666,JB,2020,2020,1,1,9.134991666676084e-5,1,0
2020-08-14,0.43049277591666646,0.43049277591666646,0.43049277591666646,JB,2020,2020,1,1,0.006851243749999847,1,0
2020-08-15,0.4436885900416664,0.4436885900416664,0.4436885900416664,JB,2020,2020,1,1,0.013195814124999927,1,0
2020-08-16,0.4585021474583335,0.4585021474583335,0.4585021474583335,JB,2020,2020,1,1,0.014813557416667122,1,0
2020-08-17,0.47750293012500006,0.47750293012500006,0.47750293012500006,JB,2020,2020,1,1,0.01900078266666655,1,0
2020-08-18,0.47397427404166653,0.47397427404166653,0.47397427404166653,JB,2020,2020,1,1,-0.0035286560833335257,-1,0
2020-08-19,0.4713102555416663,0.4713102555416663,0.4713102555416663,JB,2020,2020,1,1,-0.0026640185000002536,-1,0
2020-08-20,0.4711509242916664,0.4711509242916664,0.4711509242916664,JB,2020,2020,1,1,-1.5933124999989445e-4,-1,0
2020-08-21,0.4643464177083334,0.4643464177083334,0.4643464177083334,JB,2020,2020,1,1,-0.006804506583332981,-1,0
2020-08-22,0.4566613404166669,0.4566613404166669,0.4566613404166669,JB,2020,2020,1,1,-0.007685077291666509,-1,0
2020-08-23,0.4489242149166665,0.4489242149166665,0.4489242149166665,JB,2020,2020,1,1,-0.007737125500000386,-1,0
2020-08-24,0.4406889137083333,0.4406889137083333,0.4406889137083333,JB,2020,2020,1,1,-0.008235301208333212,-1,0
2020-08-25,0.4314243326249998,0.4314243326249998,0.4314243326249998,JB,2020,2020,1,1,-0.0092645810833335,-1,0
2020-08-26,0.4191898170416667,0.4191898170416667,0.4191898170416667,JB,2020,2020,1,1,-0.012234515583333105,-1,0
2020-08-27,0.4062669904583334,0.4062669904583334,0.4062669904583334,JB,2020,2020,1,1,-0.012922826583333269,-1,0
2020-08-28,0.3964245680416664,0.3964245680416664,0.3964245680416664,JB,2020,2020,1,1,-0.009842422416666996,-1,0
2020-08-29,0.4095693961666665,0.4095693961666665,0.4095693961666665,JB,2020,2020,1,1,0.013144828125000063,1,0
2020-08-30,0.431191709,0.431191709,0.431191709,JB,2020,2020,1,1,0.02162231283333349,1,0
2020-08-31,0.4228246939583331,0.4228246939583331,0.4228246939583331,JB,2020,2020,1,1,-0.00836701504166687,-1,0
2020-09-01,0.41898268641666664,0.41898268641666664,0.41898268641666664,JB,2020,2020,1,1,-0.00384200754166647,-1,0
2020-09-02,0.4124001813749999,0.4124001813749999,0.4124001813749999,JB,2020,2020,1,1,-0.006582505041666742,-1,0
2020-09-03,0.4260548694999997,0.4260548694999997,0.4260548694999997,JB,2020,2020,1,1,0.013654688124999814,1,0
2020-09-04,0.5604550277083333,0.5604550277083333,0.5604550277083333,JB,2020,2020,1,1,0.13440015820833362,1,0
2020-09-05,0.5734341513333333,0.5734341513333333,0.5734341513333333,JB,2020,2020,1,1,0.012979123624999978,1,0
2020-09-06,0.563051064875,0.563051064875,0.563051064875,JB,2020,2020,1,1,-0.010383086458333302,-1,0
2020-09-07,0.5558259237916668,0.5558259237916668,0.5558259237916668,JB,2020,2020,1,1,-0.007225141083333164,-1,0
2020-09-08,0.5499890889999999,0.5499890889999999,0.5499890889999999,JB,2020,2020,1,1,-0.005836834791666967,-1,0
2020-09-09,0.5444220551250002,0.5444220551250002,0.5444220551250002,JB,2020,2020,1,1,-0.005567033874999683,-1,0
2020-09-10,0.5729529709583336,0.5729529709583336,0.5729529709583336,JB,2020,2020,1,1,0.028530915833333448,1,0
2020-09-11,0.600183743791667,0.600183743791667,0.600183743791667,JB,2020,2020,1,1,0.027230772833333305,1,0
2020-09-12,0.5843621506666665,0.5843621506666665,0.5843621506666665,JB,2020,2020,1,1,-0.01582159312500042,-1,0
2020-09-13,0.5748968122083333,0.5748968122083333,0.5748968122083333,JB,2020,2020,1,1,-0.009465338458333195,-1,0
2020-09-14,0.5701253723749997,0.5701253723749997,0.5701253723749997,JB,2020,2020,1,1,-0.004771439833333613,-1,0
2020-09-15,0.5627345267916665,0.5627345267916665,0.5627345267916665,JB,2020,2020,1,1,-0.00739084558333325,-1,0
2020-09-16,0.556132902,0.556132902,0.556132902,JB,2020,2020,1,1,-0.006601624791666483,-1,0
2020-09-17,0.5529632723333334,0.5529632723333334,0.5529632723333334,JB,2020,2020,1,1,-0.0031696296666665624,-1,0
2020-09-18,0.5623266387916666,0.5623266387916666,0.5623266387916666,JB,2020,2020,1,1,0.009363366458333133,1,0
2020-09-19,0.5561987589166666,0.5561987589166666,0.5561987589166666,JB,2020,2020,1,1,-0.006127879874999964,-1,0
2020-09-20,0.5480909227083333,0.5480909227083333,0.5480909227083333,JB,2020,2020,1,1,-0.00810783620833333,-1,0
2020-09-21,0.5416815576249999,0.5416815576249999,0.5416815576249999,JB,2020,2020,1,1,-0.00640936508333334,-1,0
2020-09-22,0.5361102749166666,0.5361102749166666,0.5361102749166666,JB,2020,2020,1,1,-0.005571282708333292,-1,0
2020-09-23,0.5293248880833336,0.5293248880833336,0.5293248880833336,JB,2020,2020,1,1,-0.006785386833333074,-1,0
2020-09-24,0.5224810797916664,0.5224810797916664,0.5224810797916664,JB,2020,2020,1,1,-0.006843808291667197,-1,0
2020-09-25,0.5185923350833331,0.5185923350833331,0.5185923350833331,JB,2020,2020,1,1,-0.003888744708333225,-1,0
2020-09-26,0.5404600180416663,0.5404600180416663,0.5404600180416663,JB,2020,2020,1,1,0.02186768295833319,1,0
2020-09-27,0.5559172737083331,0.5559172737083331,0.5559172737083331,JB,2020,2020,1,1,0.01545725566666678,1,0
2020-09-28,0.5591368271666667,0.5591368271666667,0.5591368271666667,JB,2020,2020,1,1,0.0032195534583335794,1,0
2020-09-29,0.5581086095,0.5581086095,0.5581086095,JB,2020,2020,1,1,-0.0010282176666667198,-1,0
2020-09-30,0.58427080075,0.58427080075,0.58427080075,JB,2020,2020,1,1,0.026162191250000078,1,0
2020-10-01,0.5809928258333334,0.5809928258333334,0.5809928258333334,JB,2020,2021,1,1,-0.003277974916666593,-1,0
2020-10-02,0.5751867950833331,0.5751867950833331,0.5751867950833331,JB,2020,2021,1,1,-0.005806030750000302,-1,0
2020-10-03,0.5678458732916666,0.5678458732916666,0.5678458732916666,JB,2020,2021,1,1,-0.007340921791666566,-1,0
2020-10-04,0.5617551707083331,0.5617551707083331,0.5617551707083331,JB,2020,2021,1,1,-0.0060907025833334405,-1,0
2020-10-05,0.5565365411666664,0.5565365411666664,0.5565365411666664,JB,2020,2021,1,1,-0.005218629541666742,-1,0
2020-10-06,0.5509408276666667,0.5509408276666667,0.5509408276666667,JB,2020,2021,1,1,-0.005595713499999655,-1,0
2020-10-07,0.545454521625,0.545454521625,0.545454521625,JB,2020,2021,1,1,-0.0054863060416667775,-1,0
2020-10-08,0.5390122280833334,0.5390122280833334,0.5390122280833334,JB,2020,2021,1,1,-0.006442293541666588,-1,0
2020-10-09,0.531608636,0.531608636,0.531608636,JB,2020,2021,1,1,-0.00740359208333341,-1,0
2020-10-10,0.5252194528749998,0.5252194528749998,0.5252194528749998,JB,2020,2021,1,1,-0.006389183125000142,-1,0
2020-10-11,0.520727373833333,0.520727373833333,0.520727373833333,JB,2020,2021,1,1,-0.004492079041666819,-1,0
2020-10-12,0.545894275875,0.545894275875,0.545894275875,JB,2020,2021,1,1,0.02516690204166694,1,0
2020-10-13,0.5624944677083332,0.5624944677083332,0.5624944677083332,JB,2020,2021,1,1,0.016600191833333278,1,0
2020-10-14,0.5592313637083334,0.5592313637083334,0.5592313637083334,JB,2020,2021,1,1,-0.00326310399999985,-1,0
2020-10-15,0.5539936144166664,0.5539936144166664,0.5539936144166664,JB,2020,2021,1,1,-0.005237749291666982,-1,0
2020-10-16,0.5681932154166668,0.5681932154166668,0.5681932154166668,JB,2020,2021,1,1,0.014199601000000395,1,0
2020-10-17,0.5914810709166666,0.5914810709166666,0.5914810709166666,JB,2020,2021,1,1,0.023287855499999788,1,0
2020-10-18,0.5836982704583333,0.5836982704583333,0.5836982704583333,JB,2020,2021,1,1,-0.007782800458333239,-1,0
2020-10-19,0.5788817818105262,0.5788817818105262,0.5788817818105262,JB,2020,2021,1,1,-0.004816488647807149,-1,0
2020-10-20,0.5756616022083333,0.5756616022083333,0.5756616022083333,JB,2020,2021,1,1,-0.0032201796021928963,-1,0
2020-10-21,0.57395888225,0.57395888225,0.57395888225,JB,2020,2021,1,1,-0.0017027199583332653,-1,0
2020-10-22,0.5711684609583333,0.5711684609583333,0.5711684609583333,JB,2020,2021,1,1,-0.0027904212916667337,-1,0
2020-10-23,0.5687657457083332,0.5687657457083332,0.5687657457083332,JB,2020,2021,1,1,-0.0024027152500001314,-1,0
2020-10-24,0.5649757863749998,0.5649757863749998,0.5649757863749998,JB,2020,2021,1,1,-0.0037899593333333703,-1,0
2020-10-25,0.5678044471666667,0.5678044471666667,0.5678044471666667,JB,2020,2021,1,1,0.0028286607916668816,1,0
2020-10-26,0.5794611214166666,0.5794611214166666,0.5794611214166666,JB,2020,2021,1,1,0.011656674249999943,1,0
2020-10-27,0.5799221198333333,0.5799221198333333,0.5799221198333333,JB,2020,2021,1,1,4.609984166666914e-4,1,0
2020-10-28,0.5773228960416666,0.5773228960416666,0.5773228960416666,JB,2020,2021,1,1,-0.0025992237916666605,-1,0
2020-10-29,0.6002655338333331,0.6002655338333331,0.6002655338333331,JB,2020,2021,1,1,0.022942637791666498,1,0
